  #K-Path    Energy        Ga        Ti        Al
# NKPTS & NBANDS: 180 128
# Band-Index:    1
    3.002  -32.8233     0.000     0.983     0.000
    3.031  -32.8236     0.000     0.983     0.000
    3.061  -32.8239     0.000     0.983     0.000
    3.090  -32.8243     0.000     0.983     0.000
    3.120  -32.8247     0.000     0.983     0.000
    3.149  -32.8251     0.000     0.983     0.000
    3.179  -32.8255     0.000     0.983     0.000
    3.208  -32.8258     0.000     0.983     0.000
    3.238  -32.8262     0.000     0.982     0.000
    3.267  -32.8265     0.000     0.983     0.000
    3.297  -32.8268     0.000     0.983     0.000
    3.326  -32.8270     0.000     0.982     0.000
    3.356  -32.8329     0.000     0.984     0.000
    3.385  -32.8302     0.000     0.984     0.000
    3.415  -32.8289     0.000     0.984     0.000
    3.415  -32.8289     0.000     0.984     0.000
    3.456  -32.8315     0.000     0.983     0.000
    3.498  -32.8356     0.000     0.985     0.000
    3.540  -32.8241     0.000     0.985     0.000
    3.582  -32.8046     0.000     0.985     0.000
    3.623  -32.7854     0.000     0.986     0.000
    3.665  -32.7668     0.000     0.986     0.000
    3.707  -32.7489     0.000     0.988     0.000
    3.748  -32.7319     0.000     0.989     0.000
    3.790  -32.7159     0.000     0.988     0.000
    3.832  -32.7010     0.000     0.988     0.000
    3.874  -32.6873     0.000     0.990     0.000
    3.915  -32.6750     0.000     0.991     0.000
    3.957  -32.6641     0.000     0.991     0.000
    3.999  -32.6548     0.000     0.991     0.000
    4.040  -32.6470     0.000     0.991     0.000
    4.082  -32.6409     0.000     0.991     0.000
    4.124  -32.6365     0.000     0.991     0.000
    4.165  -32.6339     0.000     0.991     0.000
    4.207  -32.6330     0.000     0.991     0.000
    4.207  -32.8223     0.000     0.983     0.000
    4.227  -32.8223     0.000     0.983     0.000
    4.247  -32.8223     0.000     0.983     0.000
    4.267  -32.8223     0.000     0.983     0.000
    4.287  -32.8223     0.000     0.983     0.000
    4.307  -32.8223     0.000     0.984     0.000
    4.328  -32.8223     0.000     0.984     0.000
    4.348  -32.8224     0.000     0.984     0.000
    4.368  -32.8224     0.000     0.984     0.000
    4.388  -32.8224     0.000     0.984     0.000
    4.408  -32.8224     0.000     0.984     0.000
    4.428  -32.8224     0.000     0.983     0.000
    4.448  -32.8224     0.000     0.983     0.000
    4.468  -32.8224     0.000     0.983     0.000
    4.488  -32.8225     0.000     0.983     0.000
    4.508  -32.8225     0.000     0.983     0.000
    4.528  -32.8225     0.000     0.983     0.000
    4.548  -32.8225     0.000     0.983     0.000
    4.568  -32.8225     0.000     0.983     0.000
    4.588  -32.8225     0.000     0.983     0.000
    4.588  -32.8289     0.000     0.984     0.000
    4.608  -32.8289     0.000     0.984     0.000
    4.628  -32.8289     0.000     0.984     0.000
    4.649  -32.8289     0.000     0.984     0.000
    4.669  -32.8289     0.000     0.984     0.000
    4.689  -32.8289     0.000     0.984     0.000
    4.709  -32.8289     0.000     0.984     0.000
    4.729  -32.8289     0.000     0.984     0.000
    4.749  -32.8289     0.000     0.984     0.000
    4.769  -32.8289     0.000     0.984     0.000
    4.789  -32.8289     0.000     0.984     0.000
    4.809  -32.8289     0.000     0.984     0.000
    4.829  -32.8289     0.000     0.984     0.000
    4.849  -32.8289     0.000     0.984     0.000
    4.869  -32.8289     0.000     0.984     0.000
    4.889  -32.8289     0.000     0.984     0.000
    4.909  -32.8289     0.000     0.984     0.000
    4.929  -32.8289     0.000     0.984     0.000
    4.949  -32.8289     0.000     0.984     0.000
    4.970  -32.8289     0.000     0.984     0.000
 
# Band-Index:   24
    4.970  -32.8273     0.000     0.983     0.000
    4.949  -32.8273     0.000     0.983     0.000
    4.929  -32.8273     0.000     0.983     0.000
    4.909  -32.8273     0.000     0.983     0.000
    4.889  -32.8273     0.000     0.983     0.000
    4.869  -32.8273     0.000     0.983     0.000
    4.849  -32.8273     0.000     0.982     0.000
    4.829  -32.8273     0.000     0.982     0.000
    4.809  -32.8272     0.000     0.982     0.000
    4.789  -32.8272     0.000     0.983     0.000
    4.769  -32.8272     0.000     0.983     0.000
    4.749  -32.8272     0.000     0.983     0.000
    4.729  -32.8272     0.000     0.983     0.000
    4.709  -32.8272     0.000     0.983     0.000
    4.689  -32.8271     0.000     0.983     0.000
    4.669  -32.8271     0.000     0.983     0.000
    4.649  -32.8271     0.000     0.983     0.000
    4.628  -32.8271     0.000     0.983     0.000
    4.608  -32.8271     0.000     0.983     0.000
    4.588  -32.8271     0.000     0.983     0.000
    4.588  -32.7326     0.000     0.984     0.000
    4.568  -32.7326     0.000     0.984     0.000
    4.548  -32.7326     0.000     0.984     0.000
    4.528  -32.7326     0.000     0.984     0.000
    4.508  -32.7326     0.000     0.984     0.000
    4.488  -32.7326     0.000     0.984     0.000
    4.468  -32.7326     0.000     0.984     0.000
    4.448  -32.7326     0.000     0.984     0.000
    4.428  -32.7326     0.000     0.984     0.000
    4.408  -32.7326     0.000     0.984     0.000
    4.388  -32.7326     0.000     0.984     0.000
    4.368  -32.7326     0.000     0.984     0.000
    4.348  -32.7326     0.000     0.984     0.000
    4.328  -32.7326     0.000     0.984     0.000
    4.307  -32.7326     0.000     0.984     0.000
    4.287  -32.7326     0.000     0.984     0.000
    4.267  -32.7326     0.000     0.984     0.000
    4.247  -32.7326     0.000     0.984     0.000
    4.227  -32.7326     0.000     0.984     0.000
    4.207  -32.7326     0.000     0.984     0.000
    4.207  -32.6330     0.000     0.991     0.000
    4.165  -32.6338     0.000     0.991     0.000
    4.124  -32.6363     0.000     0.991     0.000
    4.082  -32.6404     0.000     0.990     0.000
    4.040  -32.6462     0.000     0.992     0.000
    3.999  -32.6535     0.000     0.990     0.000
    3.957  -32.6623     0.000     0.991     0.000
    3.915  -32.6726     0.000     0.989     0.000
    3.874  -32.6843     0.000     0.989     0.000
    3.832  -32.6973     0.000     0.989     0.000
    3.790  -32.7115     0.000     0.989     0.000
    3.748  -32.7269     0.000     0.987     0.000
    3.707  -32.7432     0.000     0.988     0.000
    3.665  -32.7605     0.000     0.988     0.000
    3.623  -32.7785     0.000     0.987     0.000
    3.582  -32.7972     0.000     0.985     0.000
    3.540  -32.8163     0.000     0.986     0.000
    3.498  -32.8270     0.000     0.982     0.000
    3.456  -32.8272     0.000     0.982     0.000
    3.415  -32.8273     0.000     0.983     0.000
    3.415  -32.8273     0.000     0.983     0.000
    3.385  -32.8273     0.000     0.982     0.000
    3.356  -32.8272     0.000     0.983     0.000
    3.326  -32.8199     0.000     0.985     0.000
    3.297  -32.8007     0.000     0.986     0.000
    3.267  -32.7819     0.000     0.987     0.000
    3.238  -32.7637     0.000     0.987     0.000
    3.208  -32.7462     0.000     0.988     0.000
    3.179  -32.7377     0.000     0.982     0.000
    3.149  -32.7370     0.000     0.983     0.000
    3.120  -32.7363     0.000     0.983     0.000
    3.090  -32.7356     0.000     0.984     0.000
    3.061  -32.7350     0.000     0.984     0.000
    3.031  -32.7344     0.000     0.985     0.000
    3.002  -32.7338     0.000     0.984     0.000
    2.972  -32.7334     0.000     0.983     0.000
    2.943  -32.7331     0.000     0.984     0.000
    2.913  -32.7328     0.000     0.983     0.000
    2.884  -32.7326     0.000     0.984     0.000
    2.854  -32.7326     0.000     0.984     0.000
    2.854  -32.7326     0.000     0.984     0.000
    2.825  -32.7306     0.000     0.983     0.000
    2.796  -32.7245     0.000     0.984     0.000
    2.766  -32.7143     0.000     0.984     0.000
    2.737  -32.7012     0.000     0.985     0.000
    2.707  -32.6863     0.000     0.985     0.000
    2.678  -32.6706     0.000     0.985     0.000
    2.648  -32.6549     0.000     0.987     0.000
    2.619  -32.6394     0.000     0.987     0.000
    2.589  -32.6333     0.000     0.992     0.000
    2.560  -32.6333     0.000     0.992     0.000
    2.530  -32.6332     0.000     0.992     0.000
    2.501  -32.6332     0.000     0.991     0.000
    2.471  -32.6331     0.000     0.991     0.000
    2.442  -32.6331     0.000     0.991     0.000
    2.412  -32.6331     0.000     0.991     0.000
    2.383  -32.6330     0.000     0.991     0.000
    2.353  -32.6330     0.000     0.991     0.000
    2.324  -32.6330     0.000     0.991     0.000
    2.294  -32.6330     0.000     0.990     0.000
    2.294  -32.6330     0.000     0.991     0.000
    2.274  -32.6330     0.000     0.991     0.000
    2.254  -32.6330     0.000     0.991     0.000
    2.234  -32.6330     0.000     0.991     0.000
    2.214  -32.6330     0.000     0.991     0.000
    2.194  -32.6330     0.000     0.991     0.000
    2.174  -32.6330     0.000     0.991     0.000
    2.154  -32.6330     0.000     0.991     0.000
    2.134  -32.6330     0.000     0.991     0.000
    2.114  -32.6330     0.000     0.991     0.000
    2.094  -32.6330     0.000     0.990     0.000
    2.073  -32.6330     0.000     0.991     0.000
    2.053  -32.6330     0.000     0.991     0.000
    2.033  -32.6330     0.000     0.991     0.000
    2.013  -32.6330     0.000     0.991     0.000
    1.993  -32.6330     0.000     0.991     0.000
    1.973  -32.6330     0.000     0.991     0.000
    1.953  -32.6330     0.000     0.991     0.000
    1.933  -32.6330     0.000     0.990     0.000
    1.913  -32.6330     0.000     0.991     0.000
    1.913  -32.6330     0.000     0.991     0.000
    1.871  -32.6338     0.000     0.991     0.000
    1.830  -32.6363     0.000     0.991     0.000
    1.788  -32.6404     0.000     0.990     0.000
    1.746  -32.6462     0.000     0.992     0.000
    1.704  -32.6535     0.000     0.990     0.000
    1.663  -32.6623     0.000     0.991     0.000
    1.621  -32.6726     0.000     0.989     0.000
    1.579  -32.6843     0.000     0.989     0.000
    1.538  -32.6973     0.000     0.989     0.000
    1.496  -32.7115     0.000     0.989     0.000
    1.454  -32.7269     0.000     0.987     0.000
    1.413  -32.7432     0.000     0.988     0.000
    1.371  -32.7605     0.000     0.988     0.000
    1.329  -32.7785     0.000     0.987     0.000
    1.287  -32.7972     0.000     0.985     0.000
    1.246  -32.8163     0.000     0.986     0.000
    1.204  -32.8268     0.000     0.983     0.000
    1.162  -32.8270     0.000     0.982     0.000
    1.121  -32.8271     0.000     0.983     0.000
    1.121  -32.8271     0.000     0.983     0.000
    1.091  -32.8271     0.000     0.983     0.000
    1.062  -32.8270     0.000     0.983     0.000
    1.032  -32.8199     0.000     0.985     0.000
    1.003  -32.8007     0.000     0.986     0.000
    0.973  -32.7819     0.000     0.987     0.000
    0.944  -32.7637     0.000     0.987     0.000
    0.914  -32.7462     0.000     0.987     0.000
    0.885  -32.7377     0.000     0.982     0.000
    0.855  -32.7370     0.000     0.983     0.000
    0.826  -32.7363     0.000     0.983     0.000
    0.796  -32.7356     0.000     0.984     0.000
    0.767  -32.7349     0.000     0.984     0.000
    0.737  -32.7344     0.000     0.985     0.000
    0.708  -32.7338     0.000     0.984     0.000
    0.678  -32.7334     0.000     0.983     0.000
    0.649  -32.7330     0.000     0.984     0.000
    0.619  -32.7328     0.000     0.983     0.000
    0.590  -32.7326     0.000     0.984     0.000
    0.560  -32.7326     0.000     0.984     0.000
    0.560  -32.7326     0.000     0.984     0.000
    0.531  -32.7306     0.000     0.983     0.000
    0.501  -32.7245     0.000     0.984     0.000
    0.472  -32.7143     0.000     0.984     0.000
    0.442  -32.7012     0.000     0.985     0.000
    0.413  -32.6863     0.000     0.985     0.000
    0.383  -32.6706     0.000     0.985     0.000
    0.354  -32.6549     0.000     0.987     0.000
    0.324  -32.6394     0.000     0.987     0.000
    0.295  -32.6333     0.000     0.992     0.000
    0.265  -32.6333     0.000     0.992     0.000
    0.236  -32.6332     0.000     0.992     0.000
    0.206  -32.6332     0.000     0.991     0.000
    0.177  -32.6331     0.000     0.991     0.000
    0.147  -32.6331     0.000     0.991     0.000
    0.118  -32.6331     0.000     0.991     0.000
    0.088  -32.6330     0.000     0.991     0.000
    0.059  -32.6330     0.000     0.991     0.000
    0.029  -32.6330     0.000     0.991     0.000
    0.000  -32.6330     0.000     0.991     0.000
 
# Band-Index:   25
    0.000  -32.5456     0.000     0.991     0.000
    0.029  -32.5464     0.000     0.990     0.000
    0.059  -32.5490     0.000     0.991     0.000
    0.088  -32.5532     0.000     0.991     0.000
    0.118  -32.5591     0.000     0.990     0.000
    0.147  -32.5665     0.000     0.990     0.000
    0.177  -32.5755     0.000     0.990     0.000
    0.206  -32.5859     0.000     0.989     0.000
    0.236  -32.5977     0.000     0.989     0.000
    0.265  -32.6106     0.000     0.988     0.000
    0.295  -32.6246     0.000     0.987     0.000
    0.324  -32.6334     0.000     0.992     0.000
    0.354  -32.6334     0.000     0.991     0.000
    0.383  -32.6334     0.000     0.991     0.000
    0.413  -32.6335     0.000     0.991     0.000
    0.442  -32.6335     0.000     0.991     0.000
    0.472  -32.6463     0.000     0.985     0.000
    0.501  -32.6578     0.000     0.984     0.000
    0.531  -32.6658     0.000     0.984     0.000
    0.560  -32.6688     0.000     0.983     0.000
    0.560  -32.6688     0.000     0.983     0.000
    0.590  -32.6688     0.000     0.983     0.000
    0.619  -32.6689     0.000     0.983     0.000
    0.649  -32.6691     0.000     0.984     0.000
    0.678  -32.6693     0.000     0.983     0.000
    0.708  -32.6696     0.000     0.984     0.000
    0.737  -32.6699     0.000     0.983     0.000
    0.767  -32.6743     0.000     0.990     0.000
    0.796  -32.6862     0.000     0.989     0.000
    0.826  -32.6995     0.000     0.989     0.000
    0.855  -32.7140     0.000     0.989     0.000
    0.885  -32.7296     0.000     0.988     0.000
    0.914  -32.7384     0.000     0.983     0.000
    0.944  -32.7391     0.000     0.984     0.000
    0.973  -32.7397     0.000     0.982     0.000
    1.003  -32.7403     0.000     0.983     0.000
    1.032  -32.7409     0.000     0.983     0.000
    1.062  -32.7414     0.000     0.983     0.000
    1.091  -32.7417     0.000     0.983     0.000
